Time;U_t;V_t
5.62;0.30186607094734647;1.1447659717464864
5.63;0.31176576875020084;0.8337309511307588
5.64;0.3185171098070285;0.5156238403210609
5.65;0.3220653381613488;0.1936449592557897
5.66;0.3223878590490192;-0.12897955405502753
5.67;0.31949433326703025;-0.4490299974009896
5.68;0.3134264523117612;-0.763325193929053
5.69;0.3042573957899034;-1.068754061687434
5.7;0.29209097496565556;-1.3623063465626486
5.71;0.27706047534883843;-1.641102241209705
5.72;0.25932721004806336;-1.902420579630813
5.73;0.23907879951284358;-2.143725340595506
5.74;0.21652719557898348;-2.362690196432679
5.75;0.19190647088896695;-2.557220874291537
5.76;0.16547039609249695;-2.7254751089008953
5.7700000000000005;0.1374898306558211;-2.865880004346128
5.78;0.10824995499189227;-2.977146666211315
5.79;0.07804736818918255;-3.0582819009707114
5.8;0.047187084598748104;-3.1085969189932388
5.8100000000000005;0.015979459803361386;-3.1277129944099435
5.82;-0.015262921773912762;-3.1155642464363225
5.83;-0.046228391061885823;-3.0723963997372117
5.84;-0.07660926696727913;-2.9987638632762392
5.8500000000000005;-0.1061049381116087;-2.895522437067942
5.86;-0.13442481354101418;-2.763819842704974
5.87;-0.16129119049140356;-2.6050829866567544
5.88;-0.18644196702112326;-2.4210026727583194
5.89;-0.20963319578488795;-2.213515666417937
5.9;-0.23064144224277172;-1.9847844153869805
5.91;-0.24926593378689646;-1.7371745618595076
5.92;-0.2653304680034904;-1.4732305648650068
5.93;-0.2786850734219996;-1.1956496041162712
5.94;-0.28920739979146065;-0.907254076390807
5.95;-0.29680382797870775;-0.6109629510735299
5.96;-0.3014102888531002;-0.3097622772549742
5.97;-0.3029927840962856;-0.006675140448444972
5.98;-0.3015476053657021;0.2952686437659884
5.99;-0.29710124971072066;0.5930627335964371
6.0;-0.2897100356735559;0.883754177093276
